Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,a1990,zT,G,Pm,,,38x48,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,,,3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,a1988,zT,G,Pm,,,38x48,mittel,breit,,,U,,,,,,H3,b,,,,iBdK,,,,,,3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,a1988,zT,G,Pm,,,38x52,mittel,breit,RiK,,U,,,,,,H4,b,,,,iBdK,,,,,,3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,a1990,zT,G,Pm,,,41x56,mittel,breit,RiK,,UoG,L,,,,,H4,cf,,,,iBdK,,,,,,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,a1991,zT,G,Pm,,,42x49,mittel,breit,,,UoG,L,,,,,H3,c,,fis,,iBdK,,,,,,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,a1990,Mt,OPa ,B,C,,40x52,mittel,breit,Lwi,,U,,,,,,H4,c,,,,iBdK,,,,,,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,a1992,Mt,B,K,G,,53x76,mittel,breit,,,UoG,A,ZM,,,,H3,gr,,,"Zeichner, Zeichnerin",iBdK,,Katharina Gusset,,,,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,a1992,zT,K,Pm,,,53x76,mittel,breit,tS,,UoG,A,Z,,,,H3,gr,,,,iBdK,,Katharina Gusset,,,,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,a1995,Mt,T,G,K,,53x76,mittel,breit,,,UnG,A,Z,lL,O,,H4,gr,,,Zeichnerin,iBdK,,,,,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,a1995,zT,K,B,,,53x76,mittel,breit,,,Gs,A,Z,Sb,,,H4,gr,,kre,Maler ,iBdK,,,,,,3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,a1995,Mt,T,G,K,,53x76,mittel,breit,,,UnG,A,Z, ,,,H3,gr,,,Zeichnerin,iBdK,,,,,,3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,a1992,zT,B,G,,,50x65,mittel,breit,,,Gs,A,Sch,ZM,,,H2,gr,,,"Zeichner, Zeichnerin",iBdK,,,,,,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,a2002,zT,B,G,,,44x55,mittel,breit,,,UnG,A, ,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,a1992,T, ,,,,62x45,mittel,hoch,tS,,U,,,,,,H2,gr,,,,iBdK,,Katharina Gusset,,,,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,a2002,Mt,B,K,G,,50x65,mittel,breit,,,UnG,A,ZM,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,a1995,K ,,,,,53x76,mittel,breit,tS,,U,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,a1995,K ,,,,,53x76,mittel,breit,tS,,U,,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,a1995,Mt,B,T,G,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,a1995,Mt,T,K,G,,75x53,mittel,hoch,,,Gs,A,Z,,,,H5,gr,,sko,Zeichnerin,iBdK,,,,,,3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,a1995,Mt,T,K,G,,41x76,mittel,breit,,,Gs,A,ZM,P,FigG,,H4,gr,,kre,,iBdK,,,,,,3757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,a1995,Mt,K,T,G,,51x79,mittel,breit,,,Gs,A,Z,FigG,Sb,,H4,gr,,,"Zeichner, Modell",iBdK,,,,,,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,a1995,zT,K ,G,,,53x76,mittel,breit,,,Gs,AP,FigG,,,,H4,gr,ParT,,Bacchanale (nach Tizian),iBdK,,,,,,3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,a1995,Mt,B,G,K,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,a1995,zT,B,K,,,50x50,mittel,quadratisch,,,Gs,A,ZM,BiB,,,H3,gr,,,,iBdK,,,,,,3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,a1995,Mt,T,K,G,,53x45,mittel,hoch,,,Gs,A,Z,lL,O,,H4,gr,,sko,Malerin,iBdK,,,,,,3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,a2005,Mt,B,Fa,G,,42x60,mittel,breit,Lwi,,U,,,,,,H2,gr,,zwi,Flugdino,iBdK,,Simone Eisenhut,,,,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,a2008,G, ,,,,23x65,mittel,breit,RiK,,UoG,,,,,,H4,cf,,,,iBdK,,,,,,3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,a1986,Mt,T,G,Pm,,48x65,mittel,breit,,,UoG,L,,,,,H2,cf,,,,iBdK,,,,,,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,a1988,zT,G,Pm,,,54x62,mittel,breit,RiK,,U,,,,,,H4,b,,,,iBdK,,,,,,3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,a1988,zT,G,Pm,,,57x61,mittel,breit,,,U,,,,,,H5,cf,,,,iBdK,,,,,,3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,a1983,G,,,,,48x59,mittel,breit,,,Gs,A,P ,,,,H2,cf,,,,iBdK,,,,,,3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,a1987,T,,,,,41x57,mittel,breit,,,UoG,A,,,,,H3,gr,,,,iBdK,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,a1990,C,,Fo,OPa,G,12x83,mittel,breit,,,UnG,Sch,,L ,,Stre,H3,cf,,,,iBdK,,,,,,3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,a1990,C,,Fo,OPa,G,10x68,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,,,iBdK,,,,,,3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,a1990,C,,Fo,OPa,G,13x81,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,,,iBdK,,,,,,3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,a1990,C,,Fo,OPa,G,10x78,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,,,iBdK,,,,,,3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,a1990,C,,Fo,OPa,G,10x71,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,,,iBdK,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,a1990,C,,Fo,OPa,G,9x72,mittel,breit,,,U,Sch,,,,Stre,H4,cf,,,,iBdK,,,,,,3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,a1990,C,,Fo,Ls,,30x64,mittel,breit,,,U,Sch,,,,Stre,H3,b,,,,iBdK,,,,,Zk,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,a1990,C,,Fo,OPa,G,34x117,mittel,breit,,,U,Sch,,,,Stre,H4,c,,,,iBdK,,,,,,3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,a1987,T,,,,,41x57,mittel,breit,,,UoG,A,,,,,H3,gr,,,,iBdK,,,,,,3778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,a1984,OP,,,,,75x100?,gross,breit,,,Gs,O,Ti,,,,H3,cf,,,,?,,,,,,3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,a1990,C,,Fo,G,,8x50,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,was,,iBdK,,,,,,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,a1990,C,Mt,Fo,OPa,B,9x53,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,was,,iBdK,,,,,,3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,a1990,C,Mt,Fo,B,Ks,9x68,mittel,breit,,,U,Sch,,,,Stre,H3,c,,was,,iBdK,,,,G,,3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,a1990,C,Mt,Fo,OPa,G,9x51,mittel,breit,,,U,Sch,,,,Stre,H3,c,,was,,iBdK,,,,,,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,a1990,C,Mt,Fo,OPa,,13x79,mittel,breit,,,U,Sch,,,,Stre,H4,c,,was,,iBdK,,,,,,3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,a1990,C,Mt,Fo,OPa,G,9x69,mittel,breit,,,U,Sch,,,,Stre,H4,b,,was,,iBdK,,,,,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,a1990,C,Mt,Fo,OPa,,11x68,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,was,,iBdK,,,,,,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,a1990,C,Mt,Fo,OPa,G,10x75,mittel,breit,,,U,Sch,,,,Stre,H4,c,,was,,iBdK,,,,,,3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,a1990,C,Mt,Fo,OPa,G,12x70,mittel,breit,,,U,Sch,,,,Stre,H4,b,,was,,iBdK,,,,,,3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,a1990,C,Mt,Fo,OPa ,,9x47,mittel,breit,,,U,Sch,,,,Stre,H4,c,,was,,iBdK,,,,,,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,a1990,C,Mt,Fo,OPa,G,10x72,mittel,breit,,,U,Sch,,,,Stre,H4,c,,was,,iBdK,,,,,,3790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,a1990,C,Mt,Fo,OPa,G,18x105,mittel,breit,,,U,Sch,,,,Stre,H3,cf,,was,,iBdK,,,,,,3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,a2016,OP ,,,,,54x67,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,,,3792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,a1985,G,,,,,17x20,klein,breit,,,Gs,O,bb,,,,H3,cf,,,,iBdK,,,,,,3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,a1987,T,,,,,19x26,klein,breit,,,U,,,,,,H5,gr,,,,iBdK,,,,,,3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,a2016,Mt,B,T,Opl,,11x15,klein,breit,,,Gs,Ti,O,,,,H4,gr,,,"Tisch, Teller",iBdK,,,,,dK,3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,a2017,B,,,,,14x18,klein,breit,sM,,U,,,,,,H4,bw,ParPC,,La Montagne Sainte-Victoire (d'après Cézanne),iBdK,,,,,,3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,a2012,B,,,,,11x15,klein,breit,,,U,,,,,,H1,gr,Par9a,,frei nach Sofia Bäcklund,iBdK,,,,,,3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,a2012,B,,,,,11x13,klein,breit,,,UoG,O,,,,,H2,gr,Par9a,,frei nach Sofia Bäcklund,iBdK,,,,,,3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,a2012,G,,,,,17x25,klein,breit,,,UoG,L,,,,,H4,g,ParFV,,Vallée de la Cagne (d'après Felix Vallotton),iBdK,,,,,,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,a2015,zT,T,B,,,21x30,klein,breit,,,Gs,F,St,StmFG,,,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,Zk,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,a2015,Mt,Dd,T,B,,21x30,klein,breit,Lwi,,U,,, ,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,a2021,,,,,,38x50,mittel,breit,,,,,,,,,,,,,Früchtestillleben (nach Paul Cézanne),,,,,,,3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,a2012,zT,B,G,,,21x30,klein,breit,Lwi,,U,,,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,a2015,T,,,,,21x30,klein,breit,,,UoG,F,St,StmFG,,,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,Zk,3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,a2017,zT,B,G,,,21x30,klein,breit,,,UoG,F,St,StmFG,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,Zk,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,a2015,zT,B,T,,,21x30,klein,breit,,,U,,,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,a2015,Mt,B,T,C,Fs,21x30,klein,breit,,,UoG,F,St,StmFG,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,a2015,Mt,B,T,C,Fs,21x30,klein,breit,,,UoG,F,St,StmFG,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,a2013,B,,,,,21x30,klein,breit,,Fro,U,,,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,Zk,3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,a2017,zT,T,Fal,,,21x30,klein,breit,,,UoG,F,St,StmFG,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,,3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,a2012,zT,Dd,G,,,21x30,klein,breit,,,U,BiB,,,,,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,Zk,3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
