Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,path,thumb,TitelEinfach,Techniken,Motiven,Darstellungsformen
3714,2014,zT,B,T,,,31x35,mittel,breit,Gi,,Gs,mF,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,Zk,3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3714_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3714_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,zT B T  ,mF   ,Gi 
3715,2014,zT,B,Fs,,,31x35,mittel,breit,,,U, ,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,Zk,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3715_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3715_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,zT B Fs  ,    , 
3716,2014,Mt,B,T,Opl,,31x35,mittel,breit,,,UoG,FigG,Ti,O,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3716_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3716_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,Mt B T Opl ,FigG Ti O , 
3717,2014,zT,B,G,,,31x35,mittel,breit,,,UnG,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,,3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3717_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3717_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,zT B G  ,mF   , 
3718,2014,Mt,B,T,G,,31x35,mittel,breit,,,Gs,mF,Ti,O,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,,3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3718_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3718_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,Mt B T G ,mF Ti O , 
3719,2014,zT,B,Opl,,,31x35,mittel,breit,,,UoG,Ti,O,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,Zk,3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3719_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3719_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,zT B Opl  ,Ti O  , 
3720,2014,zT,B,G,,,31x35,mittel,breit,,,Gs,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),iBdK,res,,,,,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3720_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3720_bearbeitet-1.jpg,das nachtessen bei lampenlicht nach felix vallotton,zT B G  ,mF   , 
3721,2014,zT,T,C,,,49x32,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3721_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3721_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3722,2014,zT,T,C,,,48x31,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H4,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3722_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3722_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3723,2014,zT,T,C,,,49x31,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3723_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3723_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3724,2014,zT,T,C,,,46x32,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3724_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3724_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3725,2014,zT,T,C,,,48x33,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,vK,3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3725_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3725_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3726,2014,zT,T,C,,,47x31,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H2,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3726_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3726_bearbeitet-1.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3727,2014,zT,T,C,,,48x26,mittel,hoch,sCo,,UoG,AP,Ba,,,WG16,H4,bw,ParFV,ste,Badende (nach Félix Vallotton),iBdK,,,,,,3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3727.jpg,images/WV_ab 3605/thumb/3727.jpg,badende nach felix vallotton,zT T C  ,AP Ba  ,sCo 
3728,1983,G,,,,,45x38,mittel,hoch,,,Gs,bb,Pf,O,,Ec,H2,cf,,,composición agrotropical,iBdK,,,,,vK,3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3728.jpg,images/WV_ab 3605/thumb/3728.jpg,composicion agrotropical,G    ,bb Pf O , 
3729,1983,G,,,,,50x42,mittel,hoch,,,Gs,Vo,Sch,O,,,H3,cf,,,,iBdK,,,,,,3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3729.jpg,images/WV_ab 3605/thumb/3729.jpg,,G    ,Vo Sch O , 
3730,1983,G,,,,,42x52,mittel,breit,,,UnG,A,,,,,H4,c,,,,iBdK,,,,,,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3730.jpg,images/WV_ab 3605/thumb/3730.jpg,,G    ,A   , 
3731,1984,G,,,,,42x47,mittel,breit,,,Gs,O,,,,,H2,cf,,,,iBdK,,,,,,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3731.jpg,images/WV_ab 3605/thumb/3731.jpg,,G    ,O   , 
3732,1985,G,,,,,39x50,mittel,breit,,,UoG,Ti,St,O,StoFG,,H3,c,,sch,,iBdK,,,,,dK,3732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3732.jpg,images/WV_ab 3605/thumb/3732.jpg,,G    ,Ti St O StoFG, 
3733,1985,G,,,,,35x46,mittel,breit,,,UoG,L,,,,,H2,cf,,,,iBdK,,,,,,3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3733.jpg,images/WV_ab 3605/thumb/3733.jpg,,G    ,L   , 
3734,1987,G,,,,,35x48,mittel,breit,,,UoG,Fk,O,,,,H3,g,,,,iBdK,,,,,,3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3734.jpg,images/WV_ab 3605/thumb/3734.jpg,,G    ,Fk O  , 
3735,1990,zT,G,Pm,,,38x48,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,,,3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3735.jpg,images/WV_ab 3605/thumb/3735.jpg,,zT G Pm  ,   , 
3736,1988,zT,G,Pm,,,38x48,mittel,breit,,,U,,,,,,H3,b,,,,iBdK,,,,,,3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3736.jpg,images/WV_ab 3605/thumb/3736.jpg,,zT G Pm  ,   , 
3737,1988,zT,G,Pm,,,38x52,mittel,breit,RiK,,U,,,,,,H4,b,,,,iBdK,,,,,,3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3737.jpg,images/WV_ab 3605/thumb/3737.jpg,,zT G Pm  ,   ,RiK 
3738,1990,zT,G,Pm,,,41x56,mittel,breit,RiK,,UoG,L,,,,,H4,cf,,,,iBdK,,,,,,3738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3738.jpg,images/WV_ab 3605/thumb/3738.jpg,,zT G Pm  ,L   ,RiK 
3739,1991,zT,G,Pm,,,42x49,mittel,breit,,,UoG,L,,,,,H3,c,,fis,,iBdK,,,,,,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3739.jpg,images/WV_ab 3605/thumb/3739.jpg,,zT G Pm  ,L   , 
3740,1990,Mt,OPa ,B,C,,40x52,mittel,breit,Lwi,,U,,,,,,H4,c,,,,iBdK,,,,,,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3740.jpg,images/WV_ab 3605/thumb/3740.jpg,,Mt OPa  B C ,   ,Lwi 
3741,1992,Mt,B,K,G,,53x76,mittel,breit,,,UoG,A,ZM,,,,H3,gr,,,"Zeichner, Zeichnerin",iBdK,,Katharina Gusset,,,,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3741.jpg,images/WV_ab 3605/thumb/3741.jpg,"zeichner, zeichnerin",Mt B K G ,A ZM  , 
3742,1992,zT,K,Pm,,,53x76,mittel,breit,tS,,UoG,A,Z,,,,H3,gr,,,,iBdK,,Katharina Gusset,,,,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3742.jpg,images/WV_ab 3605/thumb/3742.jpg,,zT K Pm  ,A Z  ,tS 
3743,1995,Mt,T,G,K,,53x76,mittel,breit,,,UnG,A,Z,lL,O,,H4,gr,,,Zeichnerin,iBdK,,,,,,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3743.jpg,images/WV_ab 3605/thumb/3743.jpg,zeichnerin,Mt T G K ,A Z lL O, 
3744,1995,zT,K,B,,,53x76,mittel,breit,,,Gs,A,Z,Sb,,,H4,gr,,kre,Maler ,iBdK,,,,,,3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20220130_ersatz/3744.jpg,images/WV_neu_20220130_ersatz/thumb/3744.jpg,maler,zT K B  ,A Z Sb , 
3745,1995,Mt,T,G,K,,53x76,mittel,breit,,,UnG,A,Z, ,,,H3,gr,,,Zeichnerin,iBdK,,,,,,3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3745.jpg,images/WV_ab 3605/thumb/3745.jpg,zeichnerin,Mt T G K ,A Z   , 
3746,1992,zT,B,G,,,50x65,mittel,breit,,,Gs,A,Sch,ZM,,,H2,gr,,,"Zeichner, Zeichnerin",iBdK,,,,,,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3746.jpg,images/WV_ab 3605/thumb/3746.jpg,"zeichner, zeichnerin",zT B G  ,A Sch ZM , 
3747,2002,zT,B,G,,,44x55,mittel,breit,,,UnG,A, ,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3747.jpg,images/WV_ab 3605/thumb/3747.jpg,duozeichnung mit stephanie pichonnat,zT B G  ,A    , 
3748,1992,T, ,,,,62x45,mittel,hoch,tS,,U,,,,,,H2,gr,,,,iBdK,,Katharina Gusset,,,,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3748.jpg,images/WV_ab 3605/thumb/3748.jpg,,T     ,   ,tS 
3749,2002,Mt,B,K,G,,50x65,mittel,breit,,,UnG,A,ZM,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3749.jpg,images/WV_ab 3605/thumb/3749.jpg,duozeichnung mit stephanie pichonnat,Mt B K G ,A ZM  , 
3750,1995,K ,,,,,53x76,mittel,breit,tS,,U,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3750.jpg,images/WV_ab 3605/thumb/3750.jpg,,K     ,A   ,tS 
3751,1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3751.jpg,images/WV_ab 3605/thumb/3751.jpg,,K     ,A   ,tS 
3752,1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3752.jpg,images/WV_ab 3605/thumb/3752.jpg,,K     ,A   ,tS 
3753,1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3753.jpg,images/WV_ab 3605/thumb/3753.jpg,,K     ,A   ,tS 
3754,1995,K ,,,,,53x76,mittel,breit,tS,,U,,,,,,H1,bw,,,,iBdK,,Katharina Gusset,,,,3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3754.jpg,images/WV_ab 3605/thumb/3754.jpg,,K     ,   ,tS 
3755,1995,Mt,B,T,G,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3755.jpg,images/WV_ab 3605/thumb/3755.jpg,zeichnerin,Mt B T G ,A Z  , 
3756,1995,Mt,T,K,G,,75x53,mittel,hoch,,,Gs,A,Z,,,,H5,gr,,sko,Zeichnerin,iBdK,,,,,,3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3756_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3756_bearbeitet-1.jpg,zeichnerin,Mt T K G ,A Z  , 
3757,1995,Mt,T,K,G,,41x76,mittel,breit,,,Gs,A,ZM,P,FigG,,H4,gr,,kre,,iBdK,,,,,,3757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3757.jpg,images/WV_ab 3605/thumb/3757.jpg,,Mt T K G ,A ZM P FigG, 
3758,1995,Mt,K,T,G,,51x79,mittel,breit,,,Gs,A,Z,FigG,Sb,,H4,gr,,,"Zeichner, Modell",iBdK,,,,,,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web 2020 0610 Ersetzungen/3758.jpg,images/WV_web 2020 0610 Ersetzungen/thumb/3758.jpg,"zeichner, modell",Mt K T G ,A Z FigG Sb, 
3759,1995,zT,K ,G,,,53x76,mittel,breit,,,Gs,AP,FigG,,,,H4,gr,ParT,,Bacchanale (nach Tizian),iBdK,,,,,,3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3759.jpg,images/WV_ab 3605/thumb/3759.jpg,bacchanale nach tizian,zT K  G  ,AP FigG  , 
3760,1995,Mt,B,G,K,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3760.jpg,images/WV_ab 3605/thumb/3760.jpg,zeichnerin,Mt B G K ,A Z  , 
3761,1995,zT,B,K,,,50x50,mittel,quadratisch,,,Gs,A,ZM,BiB,,,H3,gr,,,,iBdK,,,,,,3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3761.jpg,images/WV_ab 3605/thumb/3761.jpg,,zT B K  ,A ZM BiB , 
3762,1995,Mt,T,K,G,,53x45,mittel,hoch,,,Gs,A,Z,lL,O,,H4,gr,,sko,Malerin,iBdK,,,,,,3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3762_bearbeitet-1.jpg,images/WV_ab 3605/thumb/3762_bearbeitet-1.jpg,malerin,Mt T K G ,A Z lL O, 
3763,2005,Mt,B,Fa,G,,42x60,mittel,breit,Lwi,,U,,,,,,H2,gr,,zwi,Flugdino,iBdK,,Simone Eisenhut,,,,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3763.jpg,images/WV_ab 3605/thumb/3763.jpg,flugdino,Mt B Fa G ,   ,Lwi 
3764,2008,G, ,,,,23x65,mittel,breit,RiK,,UoG,,,,,,H4,cf,,,,iBdK,,,,,,3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3764.jpg,images/WV_ab 3605/thumb/3764.jpg,,G     ,   ,RiK 
3765,1986,Mt,T,G,Pm,,48x65,mittel,breit,,,UoG,L,,,,,H2,cf,,,,iBdK,,,,,,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3765.jpg,images/WV_ab 3605/thumb/3765.jpg,,Mt T G Pm ,L   , 
3766,1988,zT,G,Pm,,,54x62,mittel,breit,RiK,,U,,,,,,H4,b,,,,iBdK,,,,,,3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3766.jpg,images/WV_ab 3605/thumb/3766.jpg,,zT G Pm  ,   ,RiK 
3767,1988,zT,G,Pm,,,57x61,mittel,breit,,,U,,,,,,H5,cf,,,,iBdK,,,,,,3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3767.jpg,images/WV_ab 3605/thumb/3767.jpg,,zT G Pm  ,   , 
3768,1983,G,,,,,48x59,mittel,breit,,,Gs,A,P ,,,,H2,cf,,,,iBdK,,,,,,3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 3605/3768.jpg,images/WV_ab 3605/thumb/3768.jpg,,G    ,A P   , 
